m iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880591,# Direct Submission,,
AMT77018.1,,Bradyrhizobium iriomotense,"# Rhem,M.F.K., Silva,V.C., dos Santos,J.M.F., dos Santos,H.R.M. and # Gross,E.",,Mariana F.K. Rhem,,Brazil,06-APR-2016,"Bradyrhizobium iriomotense strain BRUESC655 nitrogenase reductase (nifH) gene, partial cds.",Bradyrhizobium iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880592,# Direct Submission,,
SCQ53055.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2106_23081_201961_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2106_23081_201961_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618629,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53056.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2107_24779_150861_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2107_24779_150861_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618630,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53060.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2107_15403_229761_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2107_15403_229761_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618631,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53062.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2108_4279_87481_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2108_4279_87481_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618632,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53066.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2109_7183_126541_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2109_7183_126541_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618633,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53069.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2109_11221_145891_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2109_11221_145891_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618634,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53072.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2109_25480_207101_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2109_25480_207101_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618635,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53076.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2110_2619_136561_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2110_2619_136561_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618636,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53077.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2110_15375_194851_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2110_15375_194851_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618637,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53080.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2111_7497_88131_CTD38_10,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2111_7497_88131_CTD38_10.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618638,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53083.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1101_27192_145411_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1101_27192_145411_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618639,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53087.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1105_10685_221131_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1105_10685_221131_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618640,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53090.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_8977_158981_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_8977_158981_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618641,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53094.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1109_27410_205891_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1109_27410_205891_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618642,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53098.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1110_23080_113931_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1110_23080_113931_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618643,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53102.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2102_5221_170741_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2102_5221_170741_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618644,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53106.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2102_9370_177931_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2102_9370_177931_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618645,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53109.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2104_2851_180901_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2104_2851_180901_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618646,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53112.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2107_8568_159291_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2107_8568_159291_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618647,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53114.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2112_15628_29901_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2112_15628_29901_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618648,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53117.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",2113_14170_253401_CTD38_60,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 2113_14170_253401_CTD38_60.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618649,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53119.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1101_8168_98871_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1101_8168_98871_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618650,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53121.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1101_17224_138201_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1101_17224_138201_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618651,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53124.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1103_20228_60171_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1103_20228_60171_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618652,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53128.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1103_17641_170441_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1103_17641_170441_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618653,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53130.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1103_27529_215071_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1103_27529_215071_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618654,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53132.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1104_17375_156161_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1104_17375_156161_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618655,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53135.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1105_12508_42151_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1105_12508_42151_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618656,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53136.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1105_3752_147321_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1105_3752_147321_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618657,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53140.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1105_16918_229911_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1105_16918_229911_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618658,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53143.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1106_7257_43761_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1106_7257_43761_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618659,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53146.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1106_10792_187671_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1106_10792_187671_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618660,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53149.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_28615_139751_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_28615_139751_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618661,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53151.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1107_15738_192671_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1107_15738_192671_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618662,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53154.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1109_9546_41501_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1109_9546_41501_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618663,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53164.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1110_8273_63551_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1110_8273_63551_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618664,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
SCQ53168.1,,uncultured bacterium,"# Martinez-Perez,C., Mohr,W., Loescher,C.R., Dekaezemacker,J., # Littmann,S., Yilmaz,P., Lehnen,N., Fuchs,B.M., Lavik,G., # Schmitz,R.A., LaRoche,J. and Kuypers,M.M.M. # Martinez-Perez,C.",1110_27731_111911_CTD40_200,,,,29-SEP-2016,"Uncultured bacterium partial nifH gene for dinitrogenase reductase, clone 1110_27731_111911_CTD40_200.",uncultured bacterium,nifH,,Tropical North Atlantic,,genomic DNA,,LT618665,"# The small unicellular diazotrophic symbiont, UCYN-A, is a key player in the marine nitrogen cycle # Direct Submission",,
